key,operator,year,private,state,regulated,fare_income_million,other_income_million,total_income,staff_costs_millions,diesel_costs_millions,rolling_stock_costs,other_costs,total_costs,subsidy,net_total,ftee,avg_staff_cost_per_staff,passenger_km_billions,passenger_journeys_millions,train_km_millions,route_km,vehicle_km_millions,LEN,stations_managed,age_rollingstock,mean_routekm,mean_trainkm_millions,mean_vehiclekm_millions,mean_avgstaffcost,mean_passkm_million,mean_agers,mean_tc,mean_LEN,ROUTE,TDEN,TLEN,logtc,INP,TDEN2,STATI2,TLEN2,TIME,TIME2,DENSTATI,TDENLEN,STATILN,LFAC,LNAGE,efficiencyu_score,efficiency_score,frontier_output,bigT,yearT,covid
12,Northern,2023,0,1,0,361.62,19.12,380.74,413.05,41.21,191.29,377.84,1023.39,652.17,9.52,6957,59368.93,2.77,85.07,49.28,3180,147.52,3,465,23.63,3002,48,137,62135,2,25,938,3,0,0,0,0,0,0,216225,0,9,81,-4978,0,8661,0,0,0,0,0,2023,0,0
13,ScotRail,2015,0,0,1,432.42,28.17,460.59,277.3,48.16,146.84,351.71,824.01,385.17,21.76,4874,56893.13,2.88,93.83,46.67,3121,157.38,3,355,19.88,3121,44,169,60501,2,22,1008,4,0,0,0,0,0,0,126025,0,1,1,7872,0,-16477,0,0,0,0,0,2023,-8,0
13,ScotRail,2016,0,0,1,426.99,37.52,464.51,310.48,48.92,147.34,287.9,794.64,320.77,-9.36,4907,63273.43,2.84,94.24,46.91,3121,164.87,4,356,20.7,3121,44,169,60501,2,22,1008,4,0,0,0,0,0,0,126736,0,2,4,8569,0,-11330,0,0,0,0,0,2023,-7,0
13,ScotRail,2017,0,0,1,437.78,29.91,467.69,316.54,47.85,147.2,384.85,896.43,405.81,-22.93,4820,65671.59,2.96,97.78,47.36,3121,166.24,4,356,23.44,3121,44,169,60501,2,22,1008,4,0,0,0,0,0,0,126736,0,3,9,9793,0,-11508,0,0,0,0,0,2023,-6,0
13,ScotRail,2018,0,0,1,443.03,44.21,487.24,304.57,52.75,148.93,515.92,1022.17,527.69,-7.24,5168,58934.21,2.98,97.78,47.65,3121,175.16,4,354,22.33,3121,44,169,60501,2,22,1008,4,0,0,0,0,0,0,125316,0,4,16,10433,0,-5577,0,0,0,0,0,2023,-5,0
13,ScotRail,2019,0,0,1,437.49,45,482.48,318.67,60.18,166.4,568,1113.24,627.59,-3.17,5162,61731.69,2.91,96.42,49.04,3121,196.54,4,354,20.62,3121,44,169,60501,2,22,1008,4,0,0,0,0,0,0,125316,0,5,25,14049,0,5238,0,0,0,0,0,2023,-4,0
13,ScotRail,2020,0,0,1,64.69,29.2,93.88,305.51,47.74,163.72,644.83,1161.8,1032.7,-35.22,5211,58628.53,0.4,14.38,35.86,3121,146.54,4,355,21.69,3121,44,169,60501,2,22,1008,4,0,0,0,0,0,0,126025,0,6,36,-25305,0,7705,-2,0,0,0,0,2023,-3,1
13,ScotRail,2021,0,0,1,214.61,16.97,231.58,292.71,55.85,158.14,617.66,1124.37,885.06,-7.73,4926,59427.66,1.47,46.69,38.59,3121,161.77,4,355,22.25,3121,44,169,60501,2,22,1008,4,0,0,0,0,0,0,126025,0,7,49,-16071,0,10932,0,0,0,0,0,2023,-2,0
13,ScotRail,2022,0,1,0,280.66,9.43,290.09,303.22,61.31,142.64,519.51,1026.69,736.59,0,4968,61034.59,2.05,63.69,38.81,3121,161.65,4,357,23.25,3121,44,169,60501,2,22,1008,4,0,0,0,0,0,0,127449,0,8,64,-15517,0,10227,0,0,0,0,0,2023,-1,0
13,ScotRail,2023,0,1,0,327.49,8.34,335.83,318,70.05,206.25,514.62,1108.92,773.1,0,5398,58910.85,2.53,81.15,43.67,3121,186.37,4,358,24.25,3121,44,169,60501,2,22,1008,4,0,0,0,0,0,0,128164,0,9,81,-504,0,13421,0,0,0,0,0,2023,0,0
14,South_Eastern,2015,0,0,1,967.47,88.52,1055.99,259.02,0,145.85,641.39,1046.25,30.31,40.05,4231,61218.7,4.54,181.65,31.06,748,249.73,8,178,16.44,748,31,248,62125,4,20,1171,8,0,0,0,0,0,0,31684,0,1,1,-140,0,353,0,0,0,0,0,2023,-8,0
14,South_Eastern,2016,0,0,1,985.84,94.37,1080.21,271.68,0,212.58,568.33,1052.59,24.76,52.39,4362,62283.4,4.63,182.42,31.72,748,256.01,8,165,17.17,748,31,248,62125,4,20,1171,8,0,0,0,0,0,0,27225,0,2,4,455,0,404,0,0,0,0,0,2023,-7,0
14,South_Eastern,2017,0,0,1,979.38,94.46,1073.84,266.49,0,226.03,597.63,1090.15,62.09,45.77,4325,61617.11,4.55,176.24,31.82,748,258.56,8,164,17.78,748,31,248,62125,4,20,1171,8,0,0,0,0,0,0,26896,0,3,9,534,0,581,0,0,0,0,0,2023,-6,0
14,South_Eastern,2018,0,0,1,1019.25,84.19,1103.43,280.9,0,228.02,631.69,1140.62,96.85,59.67,4410,63697.17,4.69,183.25,31.9,748,260.52,8,164,18.78,748,31,248,62125,4,20,1171,8,0,0,0,0,0,0,26896,0,4,16,602,0,717,0,0,0,0,0,2023,-5,0
14,South_Eastern,2019,0,0,1,1026.78,70.41,1097.19,290.68,0,270.13,726.76,1287.57,225.04,34.66,4511,64438.7,4.63,179.49,35.44,748,259.22,7,164,19.78,748,31,248,62125,4,20,1171,8,0,0,0,0,0,0,26896,0,5,25,3431,0,-2247,0,0,0,0,0,2023,-4,0
14,South_Eastern,2020,0,0,1,230.64,41.35,271.99,293.18,0,290.68,732.72,1316.58,1063.32,18.72,4480,65443.05,1,40.17,29.23,748,235.98,8,164,20.47,748,31,248,62125,4,20,1171,8,0,0,0,0,0,0,26896,0,6,36,-1755,0,412,-1,0,0,0,0,2023,-3,1
14,South_Eastern,2021,0,0,1,553.56,53.79,607.35,271.12,0,258.61,778.91,1308.65,651.51,-49.79,4556,59513.03,2.54,97.78,30.01,748,242.24,8,164,20.86,748,31,248,62125,4,20,1171,8,0,0,0,0,0,0,26896,0,7,49,-1045,0,408,0,0,0,0,0,2023,-2,0
14,South_Eastern,2022,0,1,0,663.6,39.26,702.86,268.56,0,200.65,650.42,1119.62,424.88,8.12,4481,59932.85,3.15,117.52,28.97,748,233.97,8,164,21.86,748,31,248,62125,4,20,1171,8,0,0,0,0,0,0,26896,0,8,64,-1987,0,417,0,0,0,0,0,2023,-1,0
14,South_Eastern,2023,0,1,0,723.14,42.2,765.34,273.88,0,240.41,658.5,1172.79,414.97,7.52,4491,60984.39,3.5,128.37,30.61,748,236.23,8,165,22.37,748,31,248,62125,4,20,1171,8,0,0,0,0,0,0,27225,0,9,81,-514,0,-814,0,0,0,0,0,2023,0,0
15,South_Western,2015,0,0,1,1304.69,105.98,1410.67,302.68,9.36,150.17,449.08,911.28,-480.98,18.41,4903,61733.93,6.41,237.57,40.24,998,272.4,7,186,19.93,998,36,269,64906,5,22,1034,8,0,0,0,0,0,0,34596,0,1,1,3835,0,-3381,0,0,0,0,0,2023,-8,0
15,South_Western,2016,0,0,1,1305.99,109.9,1415.89,308.01,,172.22,435.95,916.18,-477.09,22.61,5055,60932.44,6.41,229.95,40.28,998,278.94,7,186,19.81,998,36,269,64906,5,22,1034,8,0,0,0,0,0,0,34596,0,2,4,3866,0,-2591,0,0,0,0,0,2023,-7,0
15,South_Western,2017,0,0,1,1157.57,87.87,1245.44,293.74,5.62,185.63,440.88,925.87,-284.33,35.24,5059,58063.24,5.94,211.82,39.05,998,279.93,7,186,19.5,998,36,269,64906,5,22,1034,8,0,0,0,0,0,0,34596,0,3,9,2790,0,-1392,0,0,0,0,0,2023,-6,0
15,South_Western,2018,0,0,1,1276.45,94.57,1371.02,332.24,9.4,240.7,568.49,1150.83,-212.42,7.78,5177,64175.54,6.04,215.98,38.99,998,295.08,8,184,20.89,998,36,269,64906,5,22,1034,8,0,0,0,0,0,0,33856,0,4,16,2698,0,468,0,0,0,0,0,2023,-5,0
15,South_Western,2019,0,0,1,1197.42,124.38,1321.8,350.58,9.08,231.43,435.25,1026.35,-365.69,-70.23,5308,66049.94,5.71,203.66,38.49,998,296.52,8,184,21.81,998,36,269,64906,5,22,1034,8,0,0,0,0,0,0,33856,0,5,25,2254,0,1077,0,0,0,0,0,2023,-4,0
15,South_Western,2020,0,0,1,221.61,38.01,259.62,381.76,7.51,217.09,565.46,1171.83,913.59,1.39,5643,67652.72,1.11,45.68,28.58,998,246.02,9,187,22.94,998,36,269,64906,5,22,1034,8,0,0,0,0,0,0,34969,0,6,36,-8082,0,4993,-1,0,0,0,0,2023,-3,1
15,South_Western,2021,0,0,1,633.66,3.77,637.43,387.29,8.81,122.9,557.58,1076.58,450.03,10.88,5265,73559.2,3.06,108.54,33.02,998,262.48,8,187,23.63,998,36,269,64906,5,22,1034,8,0,0,0,0,0,0,34969,0,7,49,-3031,0,2199,0,0,0,0,0,2023,-2,0
15,South_Western,2022,0,0,1,809.94,53.4,863.35,356.9,11.54,126.72,537.18,1032.34,180.64,11.65,5217,68408.76,4.02,138.36,32.19,998,240.72,7,187,24.24,998,36,269,64906,5,22,1034,8,0,0,0,0,0,0,34969,0,8,64,-3921,0,71,0,0,0,0,0,2023,-1,0
15,South_Western,2023,0,0,1,896.4,54.97,951.37,335.99,9.23,141.36,607.41,1094,154.66,12.03,5285,63575.91,4.52,153.25,33.27,998,246.94,7,187,24.4,998,36,269,64906,5,22,1034,8,0,0,0,0,0,0,34969,0,9,81,-2760,0,-198,0,0,0,0,0,2023,0,0
16,"Thameslink,_Southern_and_Great_Northern_(GTR)",2015,0,0,1,1824.47,128.8,1953.28,467.41,1.62,276.6,799.19,1544.81,-418.29,-9.83,6931,67437.44,8.93,327.01,61.95,1234,397.99,6,234,18.93,1250,60,459,75508,7,12,1853,8,0,0,0,0,0,0,54756,0,1,1,2498,0,-9570,0,0,0,0,0,2023,-8,0
16,"Thameslink,_Southern_and_Great_Northern_(GTR)",2016,0,0,1,1848.48,135.81,1984.28,507.56,2.63,346.82,785.51,1642.52,-355.67,-13.9,7129,71196.8,8.72,320.72,57.41,1234,386.73,7,236,14.18,1250,60,459,75508,7,12,1853,8,0,0,0,0,0,0,55696,0,2,4,-1697,0,-7096,0,0,0,0,0,2023,-7,0
16,"Thameslink,_Southern_and_Great_Northern_(GTR)",2017,0,0,1,1852.38,183.37,2035.74,531.32,3.33,437.85,779.34,1751.84,-262.18,21.72,7143,74382.83,8.75,318.84,61.04,1234,425.21,7,236,11.33,1250,60,459,75508,7,12,1853,8,0,0,0,0,0,0,55696,0,3,9,1717,0,-5225,0,0,0,0,0,2023,-6,0
16,"Thameslink,_Southern_and_Great_Northern_(GTR)",2018,0,0,1,1913.24,223.36,2136.6,578.23,4.02,534.26,993.27,2109.78,-41.69,-14.87,7276,79471.34,9.21,341.49,63.26,1287,490.48,8,235,11.11,1250,60,459,75508,7,12,1853,8,0,0,0,0,0,0,55225,0,4,16,1346,0,735,0,0,0,0,0,2023,-5,0
16,"Thameslink,_Southern_and_Great_Northern_(GTR)",2019,0,0,1,1932.05,249.18,2181.22,604.53,3.62,550.54,1017.39,2176.08,13.36,18.5,7427,81396.06,9.34,348.85,69.07,1287,554.84,8,235,10.61,1250,60,459,75508,7,12,1853,8,0,0,0,0,0,0,55225,0,5,25,6198,0,2692,0,0,0,0,0,2023,-4,0
16,"Thameslink,_Southern_and_Great_Northern_(GTR)",2020,0,0,1,375.24,128.84,504.08,601.78,2.22,542.51,906.1,2052.61,1585.49,36.97,7481,80437.87,1.78,76.1,59.73,1287,496.62,8,235,11.61,1250,60,459,75508,7,12,1853,8,0,0,0,0,0,0,55225,0,6,36,-1820,0,4587,-1,0,0,0,0,2023,-3,1
16,"Thameslink,_Southern_and_Great_Northern_(GTR)",2021,0,0,1,952.4,168.33,1120.73,573.19,3.3,502.38,894.15,1973.03,897.17,44.87,7413,77322.44,4.7,179,57.4,1268,479.22,8,235,12.19,1250,60,459,75508,7,12,1853,8,0,0,0,0,0,0,55225,0,7,49,-3182,0,4821,0,0,0,0,0,2023,-2,0
16,"Thameslink,_Southern_and_Great_Northern_(GTR)",2022,0,0,1,1293.98,106.09,1400.06,536.45,4.34,469.93,683.2,1693.91,313.62,19.77,7245,74049.07,6.84,250.37,54.7,1268,450.31,8,235,11.15,1250,60,459,75508,7,12,1853,8,0,0,0,0,0,0,55225,0,8,64,-5848,0,4043,0,0,0,0,0,2023,-1,0
16,"Thameslink,_Southern_and_Great_Northern_(GTR)",2023,0,0,1,1433.18,96.66,1529.84,533.9,3.25,476.3,720.03,1733.48,226.77,23.13,7227,73875.19,7.6,278.96,54.77,1146,445.14,8,236,11.3,1250,60,459,75508,7,12,1853,8,0,0,0,0,0,0,55696,0,9,81,-182,0,3361,0,0,0,0,0,2023,0,0
17,TransPennine_Express,2015,0,0,1,298.3,17.28,315.59,87.7,19.88,96.46,122.28,326.31,26.79,16.06,1135,77265.72,1.95,29.37,19.61,1250,68.14,3,30,9.48,1211,17,68,70708,2,10,388,4,0,0,0,0,0,0,900,0,1,1,89,0,-121,0,0,0,0,0,2023,-8,0
17,TransPennine_Express,2016,0,0,1,288.11,26.86,314.97,77.05,12.61,94.24,119.63,303.53,-11.08,0.35,1111,69354.21,1.89,26.75,17.58,1090,61.28,3,19,10.78,1211,17,68,70708,2,10,388,4,0,0,0,0,0,0,361,0,2,4,46,0,-48,0,0,0,0,0,2023,-7,0
17,TransPennine_Express,2017,0,0,1,303.19,24.89,328.08,81.72,14.59,98.5,113.17,307.99,-27.39,-7.29,1117,73161.06,2.01,27.85,17.88,1091,63.24,4,19,11.78,1211,17,68,70708,2,10,388,4,0,0,0,0,0,0,361,0,3,9,52,0,-42,0,0,0,0,0,2023,-6,0
17,TransPennine_Express,2018,0,0,1,317.41,15.89,333.3,90.8,17.7,127.52,78.1,314.12,-20.93,-1.75,1258,72180.86,2.08,29.25,20.63,1040,69.99,3,19,12.62,1211,17,68,70708,2,10,388,4,0,0,0,0,0,0,361,0,4,16,121,0,-57,0,0,0,0,0,2023,-5,0
17,TransPennine_Express,2019,0,0,1,313.16,17.56,330.72,107.66,18.14,143.63,107.22,376.66,42.92,-3.02,1459,73793.62,2.06,28.59,21.11,1253,74.9,4,19,6.96,1211,17,68,70708,2,10,388,4,0,0,0,0,0,0,361,0,5,25,62,0,-41,0,0,0,0,0,2023,-4,0
17,TransPennine_Express,2020,0,0,1,54.97,8.02,62.99,108.17,16.16,176.11,170.81,471.26,407.53,-0.74,1428,75776.73,0.4,5.4,13.43,1253,67.8,5,19,7.75,1211,17,68,70708,2,10,388,4,0,0,0,0,0,0,361,0,6,36,-102,0,86,-1,0,0,0,0,2023,-3,1
17,TransPennine_Express,2021,0,0,1,177.44,-20.39,157.05,106.27,19.96,190.04,138.88,455.15,296.71,-1.39,1570,67711.93,1.19,16.16,15.66,1253,76.64,5,19,8.58,1211,17,68,70708,2,10,388,4,0,0,0,0,0,0,361,0,7,49,-46,0,75,0,0,0,0,0,2023,-2,0
17,TransPennine_Express,2022,0,0,1,200.48,10.25,210.73,94.86,22.11,73.42,283.38,473.77,270.14,7.11,1602,59215.84,1.4,19.24,12.04,1312,56.71,5,19,9.58,1211,17,68,70708,2,10,388,4,0,0,0,0,0,0,361,0,8,64,-158,0,61,0,0,0,0,0,2023,-1,0
17,TransPennine_Express,2023,0,1,0,232.29,11.05,243.35,120.03,21.67,42.79,282.27,466.76,228.09,4.67,1768,67910.4,1.76,23.39,16.88,1359,76.85,5,19,11.63,1211,17,68,70708,2,10,388,4,0,0,0,0,0,0,361,0,9,81,-48,0,49,0,0,0,0,0,2023,0,0
18,Wales_and_Borders_(TfW_Rail),2015,0,1,0,177.17,64.87,242.04,146.63,23.48,53.9,113.84,337.85,118.08,22.28,2117,69264.25,1.22,31.5,23.98,1624,61.32,3,247,25.39,1754,22,57,66569,1,27,415,3,0,0,0,0,0,0,61009,0,1,1,9037,0,158,0,0,0,0,0,2023,-8,0
18,Wales_and_Borders_(TfW_Rail),2016,0,1,0,182.05,62.76,244.82,135.94,23.01,53.67,126.18,338.8,122.5,28.52,2169,62674.56,1.23,32.26,23.91,1624,60.93,3,247,26.51,1754,22,57,66569,1,27,415,3,0,0,0,0,0,0,61009,0,2,4,8863,0,-59,0,0,0,0,0,2023,-7,0
18,Wales_and_Borders_(TfW_Rail),2017,0,1,0,184.62,71.76,256.38,141.47,22.51,53.56,127.08,344.62,117.76,29.53,2193,64508.92,1.25,32.94,23.81,1624,60.17,3,247,27.51,1754,22,57,66569,1,27,415,3,0,0,0,0,0,0,61009,0,3,9,8609,0,-575,0,0,0,0,0,2023,-6,0
18,Wales_and_Borders_(TfW_Rail),2018,0,1,0,187.63,61.77,249.4,148.75,25.06,59.94,178.09,411.84,177.23,14.78,2293,64870.99,1.24,34.15,23.81,1785,58.76,2,247,28.51,1754,22,57,66569,1,27,415,3,0,0,0,0,0,0,61009,0,4,16,2843,0,-2020,0,0,0,0,0,2023,-5,0
18,Wales_and_Borders_(TfW_Rail),2019,0,1,0,175.28,38.62,213.9,169.12,21.69,76.63,171.87,439.32,225.78,0.37,2495,67772.34,1.17,31.84,23.86,1827,59.14,2,247,29.29,1754,22,57,66569,1,27,415,3,0,0,0,0,0,0,61009,0,5,25,1568,0,-1767,0,0,0,0,0,2023,-4,0
18,Wales_and_Borders_(TfW_Rail),2020,0,1,0,29.58,12,41.58,179.33,18.3,68.62,185.84,452.09,405.97,-4.54,2585,69372.56,0.19,5.02,17.09,1827,45.38,3,248,29.86,1754,22,57,66569,1,27,415,3,0,0,0,0,0,0,61504,0,6,36,-18943,0,2457,-1,0,0,0,0,2023,-3,1
18,Wales_and_Borders_(TfW_Rail),2021,0,1,0,107.53,20.84,128.38,188.41,18.14,72.59,171.29,450.44,327.22,5.15,2769,68042.78,0.73,17.65,20.13,1827,52.35,3,248,29.43,1754,22,57,66569,1,27,415,3,0,0,0,0,0,0,61504,0,7,49,-8898,0,1185,0,0,0,0,0,2023,-2,0
18,Wales_and_Borders_(TfW_Rail),2022,0,1,0,136.67,26.28,162.95,195.16,21.11,50.15,174.04,440.46,277.16,-0.34,2993,65196.95,0.98,23.16,21.53,1827,55.32,3,248,23.87,1754,22,57,66569,1,27,415,3,0,0,0,0,0,0,61504,0,8,64,-4739,0,430,0,0,0,0,0,2023,-1,0
18,Wales_and_Borders_(TfW_Rail),2023,0,1,0,148.39,37.23,185.63,224.31,22.57,57.27,218.3,522.46,341.39,4.56,3327,67420.97,1.07,26.25,22.92,1827,59.51,3,248,19.02,1754,22,57,66569,1,27,415,3,0,0,0,0,0,0,61504,0,9,81,-888,0,1068,0,0,0,0,0,2023,0,0
19,West_Coast,2015,0,0,1,1338.88,75.43,1414.3,237.15,20.9,157.46,723.46,1138.96,-208.17,67.17,3391,69934.11,7.06,35.7,35.18,1265,335.65,10,17,11.39,1295,31,304,67544,6,16,1098,10,0,0,0,0,0,0,289,0,1,1,41,0,-6,0,0,0,0,0,2023,-8,0
19,West_Coast,2016,0,0,1,1410.19,103.67,1513.87,234.7,,400.56,535.22,1170.48,-276.62,66.77,3510,66866.95,7.47,37.73,36.03,1265,344.21,10,17,12.53,1295,31,304,67544,6,16,1098,10,0,0,0,0,0,0,289,0,2,4,48,0,-6,0,0,0,0,0,2023,-7,0
19,West_Coast,2017,0,0,1,1402.66,77.33,1479.99,243.17,,405.93,445.09,1094.2,-316.7,69.09,3581,67906.14,7.58,38.29,35.29,1265,338.84,10,17,13.53,1295,31,304,67544,6,16,1098,10,0,0,0,0,0,0,289,0,3,9,42,0,-4,0,0,0,0,0,2023,-6,0
19,West_Coast,2018,0,0,1,1471.93,71.98,1543.9,250.32,,411.08,528.44,1189.84,-301.59,52.47,3724,67218.77,7.67,39.48,35.95,1310,344.3,10,16,14.53,1295,31,304,67544,6,16,1098,10,0,0,0,0,0,0,256,0,4,16,33,0,-4,0,0,0,0,0,2023,-5,0
19,West_Coast,2019,0,0,1,1422.56,79.28,1501.84,263.29,,431.46,415.46,1110.21,-346.01,45.61,3383,77820.41,7.39,37.48,35.29,1310,337.64,10,16,15.53,1295,31,304,67544,6,16,1098,10,0,0,0,0,0,0,256,0,5,25,29,0,-5,0,0,0,0,0,2023,-4,0
19,West_Coast,2020,0,0,1,169.92,26.8,196.72,236.53,11.81,434.03,371.4,1053.76,877.34,20.3,3326,71115.28,1.16,6.16,25.57,1310,256.45,10,16,16.53,1295,31,304,67544,6,16,1098,10,0,0,0,0,0,0,256,0,6,36,-54,0,8,-1,0,0,0,0,2023,-3,1
19,West_Coast,2021,0,0,1,687.96,39.8,727.76,231.02,9.86,424.61,449.42,1114.92,398.67,11.52,3279,70461.85,4.23,21.56,25.7,1310,259.22,10,16,17.53,1295,31,304,67544,6,16,1098,10,0,0,0,0,0,0,256,0,7,49,-53,0,9,0,0,0,0,0,2023,-2,0
19,West_Coast,2022,0,0,1,880.19,49.15,929.34,171.69,10.95,387.61,423.67,993.93,96.55,31.96,3297,52075.1,5.1,26.59,23.76,1310,238.45,10,16,18.5,1295,31,304,67544,6,16,1098,10,0,0,0,0,0,0,256,0,8,64,-73,0,8,0,0,0,0,0,2023,-1,0
19,West_Coast,2023,0,0,1,1034.57,53.3,1087.87,212.09,10.55,369.03,420.83,1012.5,-67.23,8.14,3288,64500,6.31,32.75,28.09,1310,280.09,10,16,19.5,1295,31,304,67544,6,16,1098,10,0,0,0,0,0,0,256,0,9,81,-30,0,6,0,0,0,0,0,2023,0,0
20,West_Midlands,2015,0,0,1,416.92,62.33,479.25,173.53,10.78,65.36,279.64,529.31,47.21,-2.84,2463,70452.92,2.61,69.6,25,899,111.07,4,150,11.69,899,24,124,68572,2,15,638,5,0,0,0,0,0,0,22500,0,1,1,979,0,-3472,0,0,0,0,0,2023,-8,0
20,West_Midlands,2016,0,0,1,439.96,66.09,506.05,174.41,10.95,93.29,301.82,580.46,104.64,30.23,2563,68049.66,2.78,73.57,25.16,899,111.84,4,150,12.74,899,24,124,68572,2,15,638,5,0,0,0,0,0,0,22500,0,2,4,1124,0,-3463,0,0,0,0,0,2023,-7,0
20,West_Midlands,2017,0,0,1,439.42,82.34,521.76,183.67,11.99,91.99,306,593.65,113,41.12,2589,70943.01,2.8,74.93,25.05,900,112.02,4,148,13.75,899,24,124,68572,2,15,638,5,0,0,0,0,0,0,21904,0,3,9,979,0,-3239,0,0,0,0,0,2023,-6,0
20,West_Midlands,2018,0,0,1,457.59,73.9,531.49,186.08,,105.59,359.85,651.52,156.15,36.11,2834,65658.86,2.92,78.69,25.62,900,114.43,4,149,15.25,899,24,124,68572,2,15,638,5,0,0,0,0,0,0,22201,0,4,16,1487,0,-3306,0,0,0,0,0,2023,-5,0
20,West_Midlands,2019,0,0,1,472.36,85.66,558.02,206.22,,117.3,347.19,670.71,135.9,23.2,2915,70755.64,3.15,79.54,27.86,900,138.09,5,149,15.62,899,24,124,68572,2,15,638,5,0,0,0,0,0,0,22201,0,5,25,3352,0,-998,0,0,0,0,0,2023,-4,0
20,West_Midlands,2020,0,0,1,84.46,57.85,142.31,208.61,9.67,114.09,343.89,676.26,545.78,11.83,2886,72281.75,0.54,13.62,20.44,900,128.5,6,149,16.12,899,24,124,68572,2,15,638,5,0,0,0,0,0,0,22201,0,6,36,-3532,0,4287,-1,0,0,0,0,2023,-3,1
20,West_Midlands,2021,0,0,1,252.28,83.45,335.73,198.73,8.77,101.6,406.92,716.02,387.63,7.34,2901,68513.95,1.71,42.39,22.31,900,135.94,6,149,16.97,899,24,124,68572,2,15,638,5,0,0,0,0,0,0,22201,0,7,49,-1582,0,3588,0,0,0,0,0,2023,-2,0
20,West_Midlands,2022,0,0,1,327.86,32.89,360.76,188.26,7.26,104.22,340.91,640.65,290.74,10.84,2948,63861.68,2.3,56.23,21.42,900,130.68,6,149,15.47,899,24,124,68572,2,15,638,5,0,0,0,0,0,0,22201,0,8,64,-2488,0,3618,0,0,0,0,0,2023,-1,0
20,West_Midlands,2023,0,0,1,357.63,30.44,388.07,193.45,8.74,106.44,378.7,687.33,308.12,8.86,2903,66629.57,2.49,61.82,22.72,900,134.99,6,0,13.43,899,24,124,68572,2,15,638,5,0,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,2023,0,0
21,Grand_Central,2015,1,0,0,57.66,1.25,58.91,8.69,6.53,6.54,29.38,51.14,0,7.76,136,63916.69,0.38,1.4,2.6,763,15.71,6,0,,627,2,12,62078,0,21,55,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,2023,-8,0
21,Grand_Central,2016,1,0,0,55.23,7.66,62.89,9.19,6.26,6.48,29.91,51.84,0,11.05,153,60043.87,0.39,1.44,2.57,763,15.85,6,0,26.73,627,2,12,62078,0,21,55,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2023,-7,0
21,Grand_Central,2017,1,0,0,54.67,9.84,64.51,10.24,5.48,6.25,33.83,55.8,0,8.71,157,65241.94,0.39,1.39,2.54,763,14.92,6,0,17.57,627,2,12,62078,0,21,55,5,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,2023,-6,0
21,Grand_Central,2018,1,0,0,61.8,4.42,66.22,10.85,5.83,5.56,32.16,54.39,0,11.84,193,56192.21,0.42,1.51,2.54,763,12.75,5,0,18.57,627,2,12,62078,0,21,55,5,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,2023,-5,0
21,Grand_Central,2019,1,0,0,57.67,4.75,62.43,11.2,5.78,5.93,32.07,54.97,0,7.45,222,50444.44,0.39,1.41,2.42,518,12.31,5,0,22.25,627,2,12,62078,0,21,55,5,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,2023,-4,0
21,Grand_Central,2020,1,0,0,4.91,4.96,9.87,11.64,3.31,0.3,45.86,61.11,0,-51.24,163,71420.23,0.04,0.17,0.78,518,3.94,5,0,20.57,627,2,12,62078,0,21,55,5,0,-1,0,0,0,1,0,0,6,36,0,0,0,-1,0,0,0,0,2023,-3,1
21,Grand_Central,2021,1,0,0,28.88,4.36,33.24,11.74,4.1,0,37.97,53.82,0,-20.58,164,71610.4,0.28,1.03,2.14,518,10.76,5,0,20.34,627,2,12,62078,0,21,55,5,0,0,0,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,2023,-2,0
21,Grand_Central,2022,1,0,0,46.05,6.14,52.18,11.07,4.38,0,40.95,56.39,0,-4.21,169,65476.54,0.43,1.59,2.5,518,12.49,5,0,21.34,627,2,12,62078,0,21,55,5,0,0,0,0,0,0,0,0,8,64,0,0,0,0,0,0,0,0,2023,-1,0
21,Grand_Central,2023,1,0,0,53.76,3.03,56.79,9.68,7.51,0.67,38.44,56.3,0,0.48,178,54357.52,0.47,1.76,2.57,518,12.85,5,0,22.21,627,2,12,62078,0,21,55,5,0,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,2023,0,0
22,Heathrow_Express_and_Heathrow_Connect,2015,1,0,0,152.4,22.44,174.84,31.79,0,7.91,104.97,144.67,0,30.17,435,,0.14,5.82,2.11,29,10.57,5,0,,29,2,11,44579,0,13,100,7,0,0,0,0,,0,0,0,1,1,0,0,0,0,,,,,2023,-8,0
22,Heathrow_Express_and_Heathrow_Connect,2016,1,0,0,157.02,14.19,171.21,31.81,0,9.46,131.32,172.59,0,-1.38,436,,0.15,6.04,2.08,29,11.58,6,0,16.72,29,2,11,44579,0,13,100,7,0,0,0,1,,0,0,0,2,4,0,0,0,0,0,,,,2023,-7,0
22,Heathrow_Express_and_Heathrow_Connect,2017,1,0,0,157.76,13.5,171.26,32.58,0,9.22,118.63,160.44,0,10.83,398,,0.16,6.38,2.15,29,15.04,7,0,17.72,29,2,11,44579,0,13,100,7,0,0,0,0,,0,0,0,3,9,0,0,0,0,0,,,,2023,-6,0
