key,operator,year,private,state,regulated,fare_income_million,other_income_million,total_income,staff_costs_millions,diesel_costs_millions,rolling_stock_costs,other_costs,total_costs,subsidy,net_total,ftee,avg_staff_cost_per_staff,passenger_km_billions,passenger_journeys_millions,train_km_millions,route_km,vehicle_km_millions,LEN,stations_managed,age_rollingstock,mean_routekm,mean_trainkm_millions,mean_vehiclekm_millions,mean_avgstaffcost,mean_passkm_million,mean_agers,mean_tc,mean_LEN,ROUTE,TDEN,TLEN,logtc,INP,TDEN2,STATI2,TLEN2,TIME,TIME2,DENSTATI,TDENLEN,STATILN,LFAC,LNAGE,efficiencyu_score,efficiency_score,frontier_output,bigT,yearT,covid
22,Heathrow_Express_and_Heathrow_Connect,2018,1,0,0,148.49,6.45,154.93,24.47,0,8.41,82.5,115.38,0,39.55,186,,0.15,6.2,1.49,29,11.61,8,0,20.71,29,2,11,44579,0,13,100,7,0,0,0,0,,0,0,0,4,16,0,0,0,0,0,,,,2023,-5,0
22,Heathrow_Express_and_Heathrow_Connect,2019,1,0,0,132.2,1.61,133.81,12.33,0,13.24,45.14,70.71,0,63.1,188,65582.37,0.14,5.82,1.38,29,10.28,7,0,21.71,29,2,11,44579,0,13,100,7,0,0,0,0,0,0,0,0,5,25,0,0,0,0,1,0,0,0,2023,-4,0
22,Heathrow_Express_and_Heathrow_Connect,2020,1,0,0,7.49,1.44,8.93,2.9,0,11.49,41,55.4,0,-46.46,163,17797.18,0.01,0.27,0.81,29,6,7,0,4.59,29,2,11,44579,0,13,100,7,0,-1,0,-1,-1,0,0,0,6,36,0,0,0,-2,-1,0,0,-1,2023,-3,1
22,Heathrow_Express_and_Heathrow_Connect,2021,1,0,0,45.73,2.19,47.92,5.91,0,5.25,40.42,51.58,0,-3.67,183,32298.69,0.05,1.78,1.45,29,11.62,8,0,5.59,29,2,11,44579,0,13,100,7,0,0,0,-1,0,0,0,0,7,49,0,0,0,-1,-1,0,0,0,2023,-2,0
22,Heathrow_Express_and_Heathrow_Connect,2022,1,0,0,104.63,1.31,105.94,7.39,0,0,53.14,60.53,0,45.41,142,52008.34,0.12,4.71,1.38,29,10.98,8,0,6.59,29,2,11,44579,0,13,100,7,0,0,0,-1,0,0,0,0,8,64,0,0,0,0,-1,0,0,0,2023,-1,0
22,Heathrow_Express_and_Heathrow_Connect,2023,1,0,0,94.6,5.06,99.66,8.14,0,4.61,58,70.76,0,28.9,148,55206.61,0.12,4.54,1.41,29,11.24,8,0,7.59,29,2,11,44579,0,13,100,7,0,0,0,0,0,0,0,0,9,81,0,0,0,0,-1,0,0,0,2023,0,0
23,Hull_Trains,2015,1,0,0,38.69,4,42.69,7,3.2,2.98,19.69,32.88,0,9.81,107,,0.22,0.95,1.54,29,7.73,5,0,,309,1,7,68423,0,7,32,5,-2,2,0,0,,6,0,0,1,1,0,0,0,0,,,,,2023,-8,0
23,Hull_Trains,2016,1,0,0,37.75,1.3,39.05,6.51,3.91,11.72,10.41,32.55,0,6.51,114,,0.23,1,1.55,343,7.84,5,0,14.94,309,1,7,68423,0,7,32,5,0,0,0,0,,0,0,0,2,4,0,0,0,0,1,,,,2023,-7,0
23,Hull_Trains,2017,1,0,0,39.16,0.51,39.67,7.59,0,0,28.6,36.19,0,3.48,116,,0.24,1.03,1.52,343,7.63,5,0,15.94,309,1,7,68423,0,7,32,5,0,0,0,0,,0,0,0,3,9,0,0,0,0,1,,,,2023,-6,0
23,Hull_Trains,2018,1,0,0,37.7,0.43,38.13,7.85,0,0,28.83,36.67,0,1.45,119,65935.04,0.24,1.01,1.44,343,7.2,5,0,16.94,309,1,7,68423,0,7,32,5,0,0,0,0,0,0,0,0,4,16,0,0,0,0,1,0,0,0,2023,-5,0
23,Hull_Trains,2019,1,0,0,38.88,0.56,39.45,8.56,0,0,28.02,36.58,0,2.87,129,66334.68,0.25,1.05,1.58,344,8.12,5,0,0.35,309,1,7,68423,0,7,32,5,0,0,0,0,0,0,0,0,5,25,0,0,0,0,-3,0,0,0,2023,-4,0
23,Hull_Trains,2020,1,0,0,2.99,4.1,7.1,6.59,0,0,10.52,17.11,0,-10.02,98,67288.32,0.02,0.08,0.3,344,1.5,5,0,1.25,309,1,7,68423,0,7,32,5,0,-2,0,-1,0,3,0,0,6,36,0,0,0,-1,-2,0,0,0,2023,-3,1
23,Hull_Trains,2021,1,0,0,23.12,1.75,24.87,7.18,0,0,21.48,28.66,0,-3.79,101,71092.52,0.18,0.76,1.33,344,6.73,5,0,2.25,309,1,7,68423,0,7,32,5,0,0,0,0,0,0,0,0,7,49,0,0,0,0,-1,0,0,0,2023,-2,0
23,Hull_Trains,2022,1,0,0,34.62,3.34,37.96,7.15,0,0,25.9,33.05,0,4.91,100,71466.36,0.26,1.15,1.51,344,8.28,5,0,3.25,309,1,7,68423,0,7,32,5,0,0,0,0,0,0,0,0,8,64,0,0,0,0,-1,0,0,0,2023,-1,0
23,Hull_Trains,2023,1,0,0,43.03,2.06,45.09,7.52,0,0,34.88,,0,,120,,0.32,1.43,1.59,344,9,6,0,4.25,309,1,7,68423,0,7,32,5,0,0,0,,,0,0,0,9,81,0,0,0,0,-1,,,,2023,0,0
